gene_list	this_sample
MOB2	44.7
DUSP8	4.5
KRTAP5-1	4.2
KRTAP5-2	0.1
KRTAP5-3	0.0
KRTAP5-4	0.1
KRTAP5-5	0.0
KRTAP5-6	0.0
IFITM10	2.9
AC068580.4	64.7
CTSD	823.9
SYT8	2.1
TNNI2	2.9
LSP1	50.3
PRR33	2.6
TNNT3	0.1
MRPL23	44.3
IGF2	14.0
AC132217.2	0.2
INS-IGF2	0.0
INS	0.0
TH	0.0
ASCL2	0.4
C11orf21	2.0
TSPAN32	3.6
CD81	203.9
TSSC4	30.8
TRPM5	0.2
KCNQ1	7.2
CDKN1C	3.3
SLC22A18AS	3.9
SLC22A18	56.3
PHLDA2	18.8
NAP1L4	120.0
CARS1	51.5
OSBPL5	33.2
MRGPRG	0.0
MRGPRE	0.0
ZNF195	29.3
ART5	0.0
ART1	0.4
CHRNA10	3.7
NUP98	70.3
PGAP2	21.0
RHOG	43.3
STIM1	45.0
RRM1	28.6
SSU72P5	0.0
SSU72P2	0.0
SSU72P4	0.0
SSU72P3	0.0
SSU72P7	0.0
OR52B4	0.0
TRIM21	24.6
OR52K2	0.3
OR52K1	0.0
OR52M1	0.0
OR52I2	0.1
OR52I1	0.6
TRIM68	19.0
OR51D1	0.0
OR51E1	1.7
OR51E2	0.2
OR51C1P	0.1
MMP26	0.0
OR51F1	0.0
OR52R1	0.0
OR51F2	0.0
OR51S1	0.0
OR51T1	0.0
OR51A7	0.0
OR51G2	0.0
OR51G1	0.0
OR51A4	0.0
OR51A2	0.0
OR51L1	0.0
OR52J3	0.0
OR52E2	0.0
OR52A5	0.0
OR52A1	0.1
OR51V1	0.0
HBB	2.9
HBD	0.0
HBG1	0.0
AC104389.6	0.0
HBG2	0.0
AC104389.5	1.0
HBE1	0.0
OR51B4	0.1
OR51B5	0.0
OR51B2	0.0
OR51B6	0.0
OR51M1	0.0
OR51Q1	0.1
OR51I1	0.2
OR51I2	0.0
OR52D1	0.1
UBQLN3	0.1
UBQLNL	0.6
OR52H1	1.3
OR52B6	1.0
TRIM6	2.4
TRIM6-TRIM34	0.0
TRIM34	11.0
TRIM5	26.7
TRIM22	90.9
OR56B1	0.1
OR52N4	0.1
OR52N5	0.0
OR52N1	0.0
OR52N2	0.0
OR52E6	0.0
OR52E8	0.0
OR52E4	0.0
OR52E5	0.0
OR56A3	0.2
OR56A5	0.0
OR52L1	0.0
OR56A4	0.1
OR56A1	0.1
OR56B4	0.3
OR52B2	1.1
OR52W1	3.0
C11orf42	8.3
FAM160A2	101.2
CNGA4	0.6
CCKBR	0.0
CAVIN3	66.9
SMPD1	27.4
APBB1	15.8
HPX	13.7
TRIM3	27.2
ARFIP2	51.1
AC084337.2	4.6
TIMM10B	29.9
DNHD1	21.6
RRP8	16.9
ILK	90.1
TAF10	27.5
TPP1	77.5
DCHS1	8.7
MRPL17	26.2
OR2AG2	0.3
OR2AG1	0.1
OR6A2	0.8
OR10A5	0.7
OR10A2	0.5
OR10A4	0.9
OR2D2	0.9
OR2D3	0.4
ZNF215	7.5
ZNF214	5.5
NLRP14	0.3
RBMXL2	0.0
SYT9	1.2
OLFML1	3.7
PPFIBP2	35.6
CYB5R2	10.8
OVCH2	0.0
OR5P2	0.0
OR5P3	0.1
OR10A6	0.0
OR10A3	0.0
NLRP10	0.0
EIF3F	42.6
TUB	7.3
RIC3	43.4
LMO1	0.0
STK33	14.9
TRIM66	17.8
RPL27A	318.9
DENND2B	54.0
AKIP1	18.3
C11orf16	0.7
ASCL3	0.4
TMEM9B	32.7
NRIP3	1.8
SCUBE2	1.6
DENND5A	45.1
TMEM41B	33.2
IPO7	60.0
ZNF143	24.9
WEE1	19.4
SWAP70	29.8
SBF2	52.7
ADM	14.7
AMPD3	24.3
MTRNR2L8	1.1
RNF141	22.5
LYVE1	1.1
MRVI1	25.5
CTR9	26.8
EIF4G2	422.0
ZBED5	71.4
GALNT18	8.3
CSNK2A3	13.7
USP47	44.7
DKK3	22.2
MICAL2	192.8
PARVA	51.5
TEAD1	59.8
RASSF10	1.7
ARNTL	13.2
BTBD10	46.2
PTH	0.0
FAR1	76.2
SPON1	14.5
RRAS2	21.4
COPB1	81.2
AC018523.2	0.0
PSMA1	96.9
PDE3B	3.9
CYP2R1	16.6
CALCB	0.0
CALCA	0.0
INSC	0.6
SOX6	18.9
C11orf58	105.8
PLEKHA7	71.8
RPS13	192.5
PIK3C2A	46.7
NUCB2	41.4
NCR3LG1	8.2
KCNJ11	0.2
ABCC8	0.0
USH1C	177.0
OTOG	0.0
MYOD1	0.0
KCNC1	3.0
SERGEF	21.5
TPH1	2.8
SAAL1	19.7
MRGPRX3	0.0
MRGPRX4	0.0
SAA4	1.4
SAA2-SAA4	0.0
SAA2	9.6
SAA1	22.3
HPS5	23.8
GTF2H1	54.7
LDHA	416.1
LDHC	0.0
LDHAL6A	1.5
TSG101	59.6
UEVLD	24.5
SPTY2D1OS	10.6
SPTY2D1	19.1
TMEM86A	13.0
IGSF22	2.1
PTPN5	0.1
MRGPRX1	0.0
MRGPRX2	0.0
ZDHHC13	24.9
CSRP3	1.2
E2F8	3.9
NAV2	16.2
DBX1	0.0
HTATIP2	47.7
PRMT3	14.2
SLC6A5	0.0
NELL1	0.0
ANO5	2.4
SLC17A6	0.0
FANCF	9.9
GAS2	2.6
SVIP	12.8
CCDC179	0.0
LUZP2	0.0
ANO3	0.8
MUC15	0.1
SLC5A12	0.3
FIBIN	4.5
BBOX1	1.4
CCDC34	16.4
LGR4	143.7
LIN7C	29.1
BDNF	1.0
KIF18A	5.6
METTL15	28.2
KCNA4	0.0
FSHB	0.0
ARL14EP	27.6
MPPED2	2.2
DCDC1	0.6
DNAJC24	29.3
IMMP1L	23.9
ELP4	19.9
PAX6	0.7
AL035078.4	0.0
RCN1	51.3
WT1	1.4
EIF3M	35.5
CCDC73	1.5
PRRG4	3.8
QSER1	27.3
DEPDC7	8.2
TCP11L1	25.8
CSTF3	34.6
HIPK3	54.8
KIAA1549L	12.4
C11orf91	5.8
AL049629.2	47.2
CD59	506.8
FBXO3	28.2
LMO2	7.3
CAPRIN1	167.3
NAT10	38.3
ABTB2	11.2
CAT	30.2
ELF5	0.4
EHF	120.1
APIP	13.4
PDHX	24.0
CD44	417.1
SLC1A2	0.5
PAMR1	7.2
FJX1	2.5
TRIM44	15.5
LDLRAD3	7.2
COMMD9	17.5
PRR5L	56.5
TRAF6	21.0
RAG1	2.1
RAG2	2.3
IFTAP	9.8
LRRC4C	0.7
API5	58.9
TTC17	164.3
HSD17B12	55.7
ALKBH3	27.3
C11orf96	6.5
ACCSL	0.2
ACCS	35.4
EXT2	27.5
ALX4	0.4
CD82	63.6
TSPAN18	2.7
TP53I11	35.8
PRDM11	14.7
SYT13	75.3
CHST1	3.0
SLC35C1	23.6
CRY2	27.5
MAPK8IP1	3.0
C11orf94	1.9
PEX16	26.7
LARGE2	0.4
PHF21A	41.8
CREB3L1	44.8
DGKZ	54.0
MDK	519.3
CHRM4	1.5
AMBRA1	36.8
HARBI1	4.2
ATG13	43.1
ARHGAP1	82.1
ZNF408	13.9
F2	0.2
CKAP5	45.5
LRP4	0.9
C11orf49	55.1
ARFGAP2	88.2
PACSIN3	58.0
DDB2	66.7
ACP2	49.1
NR1H3	61.9
MADD	76.2
MYBPC3	0.6
SPI1	35.6
SLC39A13	30.5
PSMC3	61.4
RAPSN	7.3
CELF1	129.1
NDUFS3	34.1
PTPMT1	20.6
KBTBD4	9.2
FAM180B	0.0
C1QTNF4	0.4
MTCH2	30.1
AGBL2	3.5
FNBP4	158.5
NUP160	32.4
PTPRJ	71.4
OR4B1	0.0
OR4X2	0.0
OR4X1	0.0
OR4S1	0.0
OR4C3	0.0
OR4C5	0.0
OR4A47	0.0
TRIM51GP	0.0
TRIM49B	0.0
TRIM64C	0.0
FOLH1	3.0
OR4C13	0.0
OR4C12	0.0
OR4C46	0.0
OR4A5	0.0
TRIM48	0.0
OR4A16	0.0
OR4A15	0.0
OR4C15	0.0
OR4C16	0.0
OR4C11	0.0
OR4P4	0.0
OR4S2	0.0
OR4C6	0.0
OR5D3P	0.0
OR5D13	0.0
OR5D14	0.0
OR5L1	0.0
OR5D18	0.0
OR5L2	0.0
OR5D16	0.0
TRIM51	0.0
OR5W2	0.0
OR5I1	0.0
OR10AG1	0.0
OR5F1	0.0
OR5AS1	0.0
OR8I2	0.0
OR8H2	0.0
OR8H3	0.0
OR8J3	0.0
OR8K5	0.0
OR5J2	0.0
OR5T2	0.0
OR5T3	0.0
OR5T1	0.0
OR8H1	0.0
OR8K3	0.0
OR8K1	0.0
OR8J1	0.0
OR8U1	0.0
OR5R1	0.0
AP002512.3	0.0
OR5M9	0.0
OR5M3	0.0
OR5M8	0.0
OR5M11	0.0
OR5M10	0.0
OR5M1	0.0
OR5AP2	0.0
OR5AR1	0.0
OR9G1	0.0
OR9G4	0.0
OR5AK2	0.6
LRRC55	0.6
APLNR	11.4
TNKS1BP1	91.8
SSRP1	42.8
P2RX3	0.0
PRG3	0.0
PRG2	0.0
AP000781.2	1.5
SLC43A3	39.7
RTN4RL2	0.7
SLC43A1	4.4
TIMM10	17.7
SMTNL1	2.1
UBE2L6	56.3
SERPING1	112.8
YPEL4	3.6
CLP1	8.7
ZDHHC5	72.4
MED19	13.6
AP001931.2	192.3
TMX2	46.1
SELENOH	28.6
AP001931.1	27.3
BTBD18	5.1
CTNND1	236.3
OR9Q1	0.0
OR6Q1	0.0
OR9I1	0.0
OR9Q2	0.0
OR1S2	0.0
OR1S1	0.0
OR10Q1	0.0
OR10W1	0.0
OR5B17	0.0
OR5B3	0.0
OR5B2	0.2
OR5B12	0.0
OR5B21	0.4
LPXN	17.1
ZFP91	31.2
ZFP91-CNTF	0.0
CNTF	4.7
GLYAT	0.5
GLYATL2	0.0
GLYATL1	1.8
GLYATL1B	0.0
FAM111B	8.3
FAM111A	34.9
DTX4	54.5
MPEG1	18.2
OR5AN1	0.0
OR5A2	0.0
OR5A1	0.0
OR4D6	0.0
OR4D10	0.0
OR4D11	0.0
OR4D9	0.0
OSBP	39.4
PATL1	31.3
OR10V1	0.0
STX3	38.0
MRPL16	36.9
CBLIF	1.0
TCN1	134.8
OOSP3	0.0
OOSP1	0.0
OOSP4A	0.0
OOSP4B	0.0
OOSP2	0.0
MS4A3	0.0
MS4A2	2.2
MS4A6A	64.9
MS4A4A	11.6
MS4A4E	3.7
MS4A6E	0.0
MS4A7	61.9
MS4A14	7.9
MS4A5	0.0
MS4A1	0.0
MS4A12	0.0
MS4A13	0.0
MS4A8	5.4
MS4A18	0.0
MS4A15	0.2
MS4A10	0.0
CCDC86	12.3
PTGDR2	0.4
ZP1	1.1
PRPF19	48.9
TMEM109	60.3
TMEM132A	29.7
SLC15A3	45.6
CD6	2.8
CD5	2.0
VPS37C	22.6
PGA3	0.0
PGA4	0.3
PGA5	0.6
VWCE	1.5
DDB1	109.6
TKFC	30.0
CYB561A3	30.4
TMEM138	37.2
TMEM216	12.9
CPSF7	73.4
AP003108.2	6.8
SDHAF2	31.6
PPP1R32	4.1
LRRC10B	0.1
SYT7	4.1
DAGLA	3.6
MYRF	117.5
TMEM258	63.6
FEN1	18.2
FADS2	8.8
FADS1	6.9
FADS3	19.9
RAB3IL1	7.5
BEST1	19.2
FTH1	709.7
INCENP	15.6
SCGB1D1	0.0
SCGB2A1	0.0
SCGB1D2	0.0
SCGB2A2	0.0
SCGB1D4	0.0
ASRGL1	3.1
SCGB1A1	0.1
AHNAK	1071.4
EEF1G	231.1
AP002990.1	39.2
TUT1	6.7
MTA2	52.0
EML3	47.0
ROM1	2.1
B3GAT3	22.9
GANAB	125.0
INTS5	11.1
AP001458.2	0.0
LBHD1	17.6
C11orf98	10.5
CSKMT	11.2
UQCC3	4.8
UBXN1	48.5
LRRN4CL	0.9
BSCL2	32.3
HNRNPUL2-BSCL2	4.8
GNG3	4.7
HNRNPUL2	61.3
TTC9C	37.3
ZBTB3	10.4
POLR2G	31.2
TAF6L	17.9
TMEM223	19.5
TMEM179B	33.7
NXF1	80.2
STX5	32.7
WDR74	54.1
SLC3A2	112.2
CHRM1	0.0
SLC22A6	0.0
SLC22A8	0.0
SLC22A24	0.0
SLC22A10	0.0
SLC22A25	0.0
SLC22A9	0.8
PLAAT5	2.0
LGALS12	0.2
PLAAT4	145.2
PLAAT2	2.8
PLAAT3	62.4
ATL3	63.4
RTN3	80.4
C11orf95	6.8
SPINDOC	12.1
MARK2	60.4
RCOR2	3.9
NAA40	22.1
COX8A	116.4
AP000721.1	0.0
OTUB1	55.2
MACROD1	13.2
AP006333.1	2.2
STIP1	98.6
FERMT3	31.5
TRPT1	19.6
NUDT22	40.9
DNAJC4	28.8
VEGFB	25.2
FKBP2	41.3
AP001453.5	5.5
PPP1R14B	67.4
PLCB3	37.5
BAD	32.4
GPR137	36.6
KCNK4	0.1
CATSPERZ	0.0
ESRRA	36.8
TRMT112	79.6
PRDX5	183.4
CCDC88B	17.5
RPS6KA4	45.7
SLC22A11	0.1
SLC22A12	0.0
NRXN2	1.6
RASGRP2	3.2
PYGM	4.5
SF1	199.1
MAP4K2	7.4
MEN1	11.5
CDC42BPG	2.7
EHD1	68.2
ATG2A	20.8
PPP2R5B	17.0
GPHA2	0.4
MAJIN	0.7
BATF2	16.0
ARL2	57.4
ARL2-SNX15	0.8
SNX15	10.4
SAC3D1	2.5
NAALADL1	11.1
CDCA5	6.6
ZFPL1	30.7
TMEM262	2.8
VPS51	50.6
TM7SF2	12.7
ZNHIT2	6.6
FAU	274.5
SYVN1	47.5
MRPL49	21.7
SPDYC	2.0
CAPN1	164.6
POLA2	13.1
AP000944.5	9.3
CDC42EP2	9.8
DPF2	30.6
TIGD3	0.0
SLC25A45	4.9
FRMD8	38.0
SCYL1	45.7
LTBP3	62.1
ZNRD2	17.3
FAM89B	32.5
EHBP1L1	262.1
KCNK7	3.9
MAP3K11	56.6
PCNX3	39.7
SIPA1	23.8
RELA	61.1
KAT5	49.7
RNASEH2C	17.6
AP5B1	18.5
OVOL1	0.1
CFL1	754.7
SNX32	15.0
MUS81	47.7
EFEMP2	46.4
CTSW	5.3
FIBP	51.8
CCDC85B	5.0
FOSL1	10.2
C11orf68	22.2
DRAP1	71.1
TSGA10IP	0.2
SART1	28.0
EIF1AD	36.1
BANF1	61.7
CST6	1.1
CATSPER1	3.3
GAL3ST3	0.2
SF3B2	100.7
PACS1	77.4
KLC2	24.1
RAB1B	66.6
CNIH2	5.1
YIF1A	46.2
TMEM151A	0.2
CD248	9.9
RIN1	16.2
BRMS1	43.0
B4GAT1	16.5
SLC29A2	16.6
NPAS4	0.1
MRPL11	15.4
PELI3	7.4
DPP3	39.0
AP002748.5	1.5
BBS1	40.1
ZDHHC24	15.8
ACTN3	0.0
CTSF	7.2
CCDC87	0.8
CCS	44.1
RBM14	143.7
RBM14-RBM4	49.6
RBM4	67.3
RBM4B	24.3
SPTBN2	11.2
C11orf80	67.5
RCE1	32.6
PC	16.3
LRFN4	16.1
C11orf86	10.1
SYT12	1.2
RHOD	38.0
KDM2A	83.3
GRK2	67.0
ANKRD13D	60.4
SSH3	35.4
RAD9A	30.3
POLD4	118.4
AP003419.1	12.0
CLCF1	57.5
PPP1CA	105.1
TBC1D10C	6.3
CARNS1	3.5
RPS6KB2	29.6
CORO1B	86.5
PTPRCAP	0.2
GPR152	0.1
CABP4	2.6
TMEM134	18.5
AIP	40.2
PITPNM1	52.2
CDK2AP2	41.7
CABP2	0.0
GSTP1	419.7
NDUFV1	134.7
NUDT8	3.4
TBX10	0.1
ACY3	5.2
ALDH3B2	0.0
UNC93B1	46.8
ALDH3B1	142.4
NDUFS8	53.9
TCIRG1	148.2
CHKA	64.1
KMT5B	62.9
C11orf24	53.5
LRP5	89.4
PPP6R3	118.2
GAL	0.0
TESMIN	2.3
CPT1A	74.5
MRPL21	24.1
IGHMBP2	26.9
MRGPRD	0.3
MRGPRF	0.7
TPCN2	24.4
AP003071.5	2.5
SMIM38	0.2
MYEOV	88.6
CCND1	200.4
LTO1	39.0
FGF19	0.0
FGF4	0.0
FGF3	0.0
ANO1	100.8
FADD	25.7
PPFIA1	93.0
CTTN	296.8
SHANK2	12.6
DHCR7	6.2
NADSYN1	112.6
KRTAP5-7	1.2
KRTAP5-8	0.9
KRTAP5-9	2.4
KRTAP5-10	0.1
KRTAP5-11	0.1
FAM86C1	6.3
ZNF705E	1.1
DEFB108B	1.8
AP002495.1	18.0
DEFB131B	1.6
RNF121	42.9
IL18BP	20.1
NUMA1	221.6
LRTOMT	14.8
AP000812.5	2.6
LAMTOR1	65.6
AP000812.4	0.0
ANAPC15	13.0
FOLR3	0.4
FOLR1	9.1
FOLR2	9.4
INPPL1	104.3
PHOX2A	0.7
CLPB	12.4
PDE2A	1.9
ARAP1	92.2
STARD10	32.1
ATG16L2	43.3
FCHSD2	16.8
P2RY2	7.1
P2RY6	4.7
ARHGEF17	57.8
RELT	21.6
FAM168A	30.8
PLEKHB1	12.8
RAB6A	69.8
MRPL48	15.1
COA4	39.5
PAAF1	8.3
DNAJB13	0.2
UCP2	27.3
UCP3	3.5
C2CD3	23.8
PPME1	39.9
P4HA3	5.1
PGM2L1	8.3
KCNE3	22.7
LIPT2	2.0
POLD3	21.6
CHRDL2	0.1
RNF169	25.2
XRRA1	55.4
SPCS2	36.3
NEU3	20.9
OR2AT4	0.1
SLCO2B1	130.3
TPBGL	0.2
ARRB1	42.4
RPS3	287.9
KLHL35	7.0
GDPD5	20.3
SERPINH1	117.7
MAP6	4.0
MOGAT2	0.0
DGAT2	1.4
UVRAG	21.0
WNT11	0.1
THAP12	23.1
GVQW3	4.5
EMSY	24.1
LRRC32	34.0
TSKU	21.6
ACER3	29.9
B3GNT6	0.4
CAPN5	22.0
MYO7A	13.0
GDPD4	1.2
PAK1	71.4
CLNS1A	63.4
AQP11	4.4
RSF1	26.5
AAMDC	23.2
INTS4	29.6
KCTD14	14.9
NDUFC2-KCTD14	19.5
THRSP	0.6
NDUFC2	18.4
ALG8	38.9
KCTD21	15.6
USP35	14.2
GAB2	24.0
NARS2	8.6
TENM4	10.2
FAM181B	0.1
PRCP	20.1
DDIAS	2.9
RAB30	4.8
PCF11	85.5
ANKRD42	14.4
CCDC90B	35.2
DLG2	4.1
TMEM126B	24.6
TMEM126A	20.1
CREBZF	73.8
CCDC89	2.5
SYTL2	109.1
CCDC83	0.2
PICALM	235.1
EED	27.7
HIKESHI	24.6
CCDC81	2.6
ME3	21.1
PRSS23	79.7
FZD4	8.2
TMEM135	10.7
RAB38	7.1
CTSC	487.7
GRM5	13.2
TYR	1.7
NOX4	22.1
TRIM77	0.0
TRIM49	0.0
TRIM64B	0.0
TRIM49D1	0.0
TRIM49D2	0.0
TRIM64	0.0
TRIM49C	0.0
UBTFL1	0.0
NAALAD2	2.4
CHORDC1	47.2
FAT3	6.1
MTNR1B	0.0
SLC36A4	12.6
DEUP1	1.7
SMCO4	15.2
CEP295	22.2
TAF1D	134.6
C11orf54	37.6
AP001273.2	1.2
MED17	32.2
VSTM5	3.8
HEPHL1	0.1
PANX1	9.7
IZUMO1R	0.0
GPR83	0.2
MRE11	20.0
ANKRD49	20.6
C11orf97	0.0
PIWIL4	24.9
FUT4	15.9
AMOTL1	16.8
CWC15	39.7
KDM4D	1.0
KDM4E	0.2
KDM4F	0.0
SRSF8	17.5
ENDOD1	32.5
SESN3	54.2
FAM76B	31.9
CEP57	55.3
MTMR2	31.8
MAML2	45.3
CCDC82	30.7
JRKL	25.2
CNTN5	0.0
ARHGAP42	33.7
PGR	0.9
TRPC6	9.3
ANGPTL5	0.4
CEP126	10.4
CFAP300	5.2
YAP1	109.5
BIRC3	70.6
BIRC2	78.6
TMEM123	127.6
MMP7	245.3
MMP20	0.0
MMP27	0.0
MMP8	0.0
MMP10	3.1
MMP1	16.2
MMP3	3.3
MMP12	68.5
MMP13	5.6
DCUN1D5	17.8
DYNC2H1	17.1
PDGFD	5.4
DDI1	1.7
CASP4	83.6
CASP5	1.1
CASP1	16.2
CARD16	15.0
CARD17	0.2
CARD18	0.0
GRIA4	0.2
MSANTD4	17.0
KBTBD3	4.8
AASDHPPT	19.4
GUCY1A2	4.0
CWF19L2	19.3
ALKBH8	4.3
ELMOD1	0.4
SLN	1.6
SLC35F2	11.9
RAB39A	3.8
CUL5	23.4
ACAT1	19.9
NPAT	17.8
ATM	69.3
C11orf65	4.1
POGLUT3	21.2
EXPH5	7.9
DDX10	19.3
C11orf87	0.1
RDX	36.5
ZC3H12C	13.7
FDX1	8.4
ARHGAP20	1.1
C11orf53	0.1
COLCA2	4.5
POU2AF1	0.1
BTG4	0.0
C11orf88	0.1
LAYN	10.7
SIK2	19.0
PPP2R1B	27.2
ALG9	21.5
AP001781.2	2.2
FDXACB1	1.5
C11orf1	5.8
CRYAB	8.4
HSPB2	1.7
HSPB2-C11orf52	0.0
C11orf52	10.8
DIXDC1	10.9
DLAT	15.8
PIH1D2	2.1
NKAPD1	20.0
TIMM8B	14.6
SDHD	43.5
AP002884.2	3.1
IL18	58.6
TEX12	1.1
BCO2	8.5
PTS	42.9
PLET1	1.5
NCAM1	0.4
TTC12	22.2
ANKK1	0.2
DRD2	0.0
TMPRSS5	2.2
ZW10	18.1
CLDN25	0.0
USP28	12.4
HTR3B	0.0
HTR3A	1.6
ZBTB16	0.9
NNMT	361.8
C11orf71	6.3
RBM7	25.0
AP002373.1	9.4
REXO2	62.3
NXPE1	1.0
NXPE4	0.3
NXPE2	0.7
CADM1	11.2
BUD13	13.3
ZPR1	20.0
APOA5	0.0
APOA4	0.9
APOC3	0.0
APOA1	0.3
SIK3	30.4
PAFAH1B2	64.4
SIDT2	33.9
TAGLN	119.4
PCSK7	103.1
RNF214	17.8
BACE1	25.9
CEP164	47.6
DSCAML1	0.0
FXYD2	0.6
FXYD6-FXYD2	0.0
FXYD6	5.6
TMPRSS13	0.2
IL10RA	22.2
SMIM35	0.6
TMPRSS4	79.4
SCN4B	1.2
SCN2B	0.0
JAML	12.0
MPZL3	8.5
MPZL2	34.9
CD3E	2.8
CD3D	3.2
CD3G	0.8
UBE4A	45.1
AP001267.5	14.8
ATP5MG	53.9
KMT2A	88.8
TTC36	1.4
TMEM25	3.0
IFT46	21.1
ARCN1	61.9
PHLDB1	83.9
TREH	2.7
DDX6	106.9
CXCR5	0.9
BCL9L	71.6
UPK2	0.9
FOXR1	0.0
CCDC84	74.0
RPS25	336.8
TRAPPC4	72.0
SLC37A4	50.6
HYOU1	89.2
VPS11	31.0
HMBS	7.7
H2AX	11.0
DPAGT1	27.4
C2CD2L	19.1
HINFP	31.7
ABCG4	0.2
NLRX1	18.1
PDZD3	34.0
CCDC153	3.6
CBL	15.9
MCAM	62.2
RNF26	12.8
C1QTNF5	1.1
MFRP	10.7
USP2	0.7
THY1	31.5
NECTIN1	10.7
TRIM29	12.4
OAF	16.0
POU2F3	5.3
TLCD5	11.9
ARHGEF12	109.2
GRIK4	0.0
TBCEL	19.4
AP000646.1	1.0
TECTA	0.9
SC5D	17.6
SORL1	44.6
BLID	0.7
UBASH3B	35.7
CRTAM	0.4
JHY	9.7
BSX	0.0
HSPA8	883.2
CLMP	8.4
GRAMD1B	39.0
SCN3B	1.6
ZNF202	3.7
OR6X1	0.0
OR6M1	0.0
TMEM225	0.0
OR8D4	0.0
OR4D5	0.0
OR6T1	0.0
OR10S1	0.0
OR10G6	0.0
OR10G4	0.0
OR10G9	0.0
OR10G8	0.0
OR10G7	0.0
VWA5A	28.6
OR10D3	0.0
OR8G1	0.0
OR8G5	0.0
OR8D1	0.0
OR8D2	0.0
OR8B2	0.0
OR8B3	0.0
OR8B4	0.0
OR8B8	0.0
OR8B12	0.0
OR8A1	0.0
PANX3	0.0
TBRG1	46.2
SIAE	16.6
SPA17	6.2
NRGN	1.4
VSIG2	13.4
ESAM	21.9
MSANTD2	25.2
ROBO3	6.3
ROBO4	8.2
HEPACAM	0.0
HEPN1	0.1
CCDC15	2.7
SLC37A2	14.5
TMEM218	12.7
PKNOX2	0.9
FEZ1	8.0
EI24	40.0
STT3A	73.7
CHEK1	9.4
ACRV1	1.7
PATE1	0.3
PATE2	1.0
PATE3	0.6
PATE4	1.6
HYLS1	6.3
PUS3	11.1
DDX25	0.0
VSIG10L2	0.0
CDON	2.0
RPUSD4	20.0
FAM118B	25.2
SRPRA	96.0
FOXRED1	28.4
TIRAP	21.4
DCPS	9.9
ST3GAL4	17.8
KIRREL3	1.1
ETS1	55.6
FLI1	9.2
KCNJ1	0.1
KCNJ5	3.4
C11orf45	4.9
TP53AIP1	0.1
ARHGAP32	34.7
BARX2	1.7
TMEM45B	92.1
NFRKB	40.0
PRDM10	12.5
APLP2	817.6
ST14	46.3
ZBTB44	19.1
ADAMTS8	0.1
ADAMTS15	0.2
SNX19	75.9
NTM	35.5
OPCML	3.8
SPATA19	0.0
IGSF9B	4.7
JAM3	12.8
NCAPD3	25.1
VPS26B	50.5
THYN1	33.1
ACAD8	23.7
GLB1L3	0.0
GLB1L2	4.2
B3GAT1	0.1
IQSEC3	3.3
SLC6A12	1.7
SLC6A13	0.8
KDM5A	104.9
CCDC77	22.2
B4GALNT3	64.1
NINJ2	9.8
WNK1	186.0
RAD52	57.1
ERC1	43.5
WNT5B	2.9
FBXL14	19.1
ADIPOR2	53.3
CACNA2D4	66.3
LRTM2	0.2
DCP1B	27.1
CACNA1C	26.5
FKBP4	46.6
ITFG2	48.0
NRIP2	12.6
TEX52	1.9
FOXM1	26.0
RHNO1	36.0
TULP3	25.4
TEAD4	26.2
TSPAN9	17.9
PRMT8	0.1
CRACR2A	25.0
PARP11	17.4
CCND2	32.4
AC008012.1	0.1
TIGAR	8.8
FGF23	0.0
FGF6	0.0
C12orf4	29.5
RAD51AP1	10.9
DYRK4	44.9
AC005832.4	3.0
AKAP3	0.5
NDUFA9	42.0
AC005833.1	5.3
GALNT8	2.0
KCNA6	0.7
KCNA1	0.0
KCNA5	0.3
NTF3	0.3
ANO2	2.9
VWF	33.6
CD9	679.1
PLEKHG6	57.0
TNFRSF1A	230.0
SCNN1A	117.2
LTBR	261.8
CD27	3.0
TAPBPL	80.5
VAMP1	33.7
MRPL51	103.5
NCAPD2	47.8
GAPDH	3568.1
IFFO1	17.9
NOP2	63.1
AC006064.6	1.2
CHD4	195.0
LPAR5	25.1
ACRBP	17.7
ING4	57.6
ZNF384	119.7
PIANP	1.4
COPS7A	82.5
MLF2	102.9
PTMS	70.2
LAG3	3.7
CD4	33.3
GPR162	1.2
P3H3	11.6
GNB3	1.8
CDCA3	14.9
USP5	77.0
TPI1	452.6
SPSB2	69.9
LRRC23	25.1
ENO2	74.7
ATN1	91.3
C12orf57	107.2
PTPN6	86.6
PHB2	311.9
EMG1	50.8
LPCAT3	57.4
C1S	162.0
C1R	118.1
C1RL	108.1
RBP5	60.7
CLSTN3	73.5
PEX5	43.5
ACSM4	1.9
CD163L1	33.7
CD163	17.3
APOBEC1	2.5
GDF3	0.0
DPPA3	0.0
CLEC4C	0.0
NANOGNB	0.0
NANOG	0.4
SLC2A14	0.2
SLC2A3	27.9
FOXJ2	19.7
C3AR1	12.5
NECAP1	34.9
CLEC4A	4.0
AC092111.3	0.0
ZNF705A	0.0
FAM90A1	8.7
CLEC6A	0.0
CLEC4D	0.0
CLEC4E	0.6
AICDA	0.1
MFAP5	16.8
RIMKLB	95.6
A2ML1	0.2
PHC1	32.5
M6PR	135.9
KLRG1	1.5
A2M	266.6
PZP	0.4
KLRB1	1.2
CLEC2D	48.3
CLECL1	4.6
CD69	3.2
KLRF1	0.5
CLEC2B	62.1
KLRF2	0.3
CLEC2A	0.0
CLEC12A	4.2
CLEC1B	0.1
CLEC12B	0.1
CLEC9A	0.0
