gene_list	this_sample
CLEC1A	0.7
CLEC7A	23.5
OLR1	48.9
TMEM52B	2.9
GABARAPL1	56.4
KLRD1	2.8
KLRK1	6.0
KLRC4-KLRK1	2.3
KLRC4	0.0
AC068775.1	2.6
KLRC3	0.4
KLRC2	1.6
KLRC1	1.9
EIF2S3B	13.3
MAGOHB	36.4
STYK1	17.8
YBX3	201.9
TAS2R7	0.4
TAS2R8	0.2
TAS2R9	1.0
PRH1	98.3
TAS2R10	10.5
PRR4	15.3
AC018630.2	26.7
TAS2R13	22.7
PRH2	20.5
TAS2R14	34.6
TAS2R50	18.1
TAS2R20	14.5
TAS2R19	27.7
TAS2R31	29.3
TAS2R46	12.7
TAS2R45	1.6
TAS2R30	31.3
SMIM10L1	16.5
TAS2R42	1.1
PRB3	3.1
PRB4	4.3
PRB1	3.7
PRB2	3.4
ETV6	69.6
BCL2L14	17.6
LRP6	37.4
MANSC1	72.0
BORCS5	25.7
DUSP16	69.7
CREBL2	45.6
GPR19	0.4
CDKN1B	63.0
APOLD1	6.1
DDX47	58.0
GPRC5A	532.0
GPRC5D	35.4
HEBP1	37.5
FAM234B	5.6
GSG1	0.7
EMP1	157.8
GRIN2B	0.1
ATF7IP	158.8
PLBD1	109.4
GUCY2C	11.3
H4-16	34.9
H2AJ	30.4
WBP11	47.3
C12orf60	1.7
SMCO3	1.1
ART4	0.5
MGP	79.3
ERP27	2.3
ARHGDIB	85.2
PDE6H	0.0
RERG	1.5
PTPRO	10.2
EPS8	391.9
STRAP	90.2
DERA	71.5
SLC15A5	0.2
MGST1	81.6
LMO3	4.3
RERGL	1.3
PIK3C2G	57.6
PLCZ1	5.5
CAPZA3	2.2
PLEKHA5	145.7
AEBP2	38.0
PDE3A	5.1
SLCO1C1	0.7
SLCO1B3	0.0
SLCO1B3-SLCO1B7	0.0
AC022335.1	0.0
SLCO1B1	0.0
SLCO1A2	0.0
IAPP	0.0
PYROXD1	40.6
RECQL	43.9
GOLT1B	59.8
SPX	0.3
GYS2	0.0
AC010197.2	0.0
LDHB	168.9
KCNJ8	2.1
ABCC9	6.4
CMAS	35.6
ST8SIA1	6.1
C2CD5	64.5
ETNK1	145.9
SOX5	8.5
BCAT1	46.4
LRMP	7.2
CASC1	1.6
ETFRF1	29.5
KRAS	85.3
LMNTD1	0.0
RASSF8	23.6
BHLHE41	11.7
SSPN	13.0
ITPR2	26.4
INTS13	33.8
FGFR1OP2	98.8
TM7SF3	134.2
MED21	58.4
C12orf71	1.4
STK38L	88.5
ARNTL2	72.9
SMCO2	4.6
PPFIBP1	269.9
REP15	8.5
MRPS35	72.1
MANSC4	1.0
KLHL42	58.8
PTHLH	31.8
CCDC91	85.0
FAR2	52.7
ERGIC2	53.3
OVCH1	0.1
TMTC1	2.6
IPO8	78.4
CAPRIN2	542.4
TSPAN11	2.8
DDX11	62.0
SINHCAF	100.8
DENND5B	90.6
ETFBKMT	5.4
AMN1	10.9
H3-5	3.1
RESF1	180.7
BICD1	202.0
FGD4	157.7
DNM1L	196.4
YARS2	39.2
PKP2	40.4
SYT10	0.0
ALG10	23.0
ALG10B	15.0
CPNE8	95.4
KIF21A	113.1
ABCD2	0.3
C12orf40	0.6
SLC2A13	28.3
LRRK2	22.4
MUC19	0.0
CNTN1	1.0
PDZRN4	0.0
GXYLT1	20.4
YAF2	66.4
PPHLN1	246.0
ZCRB1	55.4
PRICKLE1	29.8
ADAMTS20	0.0
PUS7L	28.2
IRAK4	71.6
TWF1	120.1
TMEM117	16.9
NELL2	1.2
DBX2	0.0
ANO6	112.9
ARID2	87.8
SCAF11	320.0
SLC38A1	181.0
SLC38A2	486.0
SLC38A4	3.6
AMIGO2	80.9
PCED1B	20.6
RPAP3	40.8
ENDOU	2.0
RAPGEF3	30.1
SLC48A1	43.8
HDAC7	210.1
VDR	25.0
TMEM106C	96.6
COL2A1	0.3
SENP1	47.2
PFKM	74.5
ASB8	73.7
CCDC184	0.6
OR10AD1	7.3
H1-7	0.4
ZNF641	50.8
ANP32D	0.0
C12orf54	0.1
OR8S1	0.8
OR5BS1P	0.0
LALBA	0.0
KANSL2	61.4
CCNT1	68.5
TEX49	1.1
ADCY6	148.4
CACNB3	69.8
DDX23	144.0
RND1	31.2
AC073610.2	2.9
CCDC65	14.5
FKBP11	64.1
ARF3	239.2
WNT10B	0.2
WNT1	0.0
DDN	0.2
PRKAG1	120.8
KMT2D	164.2
RHEBL1	2.8
DHH	0.3
LMBR1L	183.8
TUBA1B	639.3
TUBA1A	169.0
TUBA1C	280.3
PRPH	0.6
TROAP	25.7
C1QL4	0.3
DNAJC22	46.3
SPATS2	67.4
KCNH3	1.8
MCRS1	128.5
PRPF40B	59.2
FAM186B	20.2
FMNL3	53.0
TMBIM6	1104.9
NCKAP5L	37.2
BCDIN3D	5.8
FAIM2	1.1
AQP2	4.5
AQP5	198.3
AQP6	20.3
RACGAP1	51.2
ASIC1	3.6
SMARCD1	132.9
GPD1	18.2
COX14	46.5
CERS5	148.6
LIMA1	283.4
FAM186A	2.3
LARP4	143.6
DIP2B	127.4
ATF1	36.4
TMPRSS12	0.0
METTL7A	23.3
HIGD1C	3.5
SLC11A2	120.5
LETMD1	200.1
CSRNP2	81.7
TFCP2	75.5
POU6F1	14.2
DAZAP2	371.4
SMAGP	120.2
BIN2	16.5
CELA1	0.0
GALNT6	27.7
SLC4A8	6.8
SCN8A	11.6
TMDD1	0.2
FIGNL2	4.8
ANKRD33	1.1
ACVRL1	15.3
ACVR1B	88.8
GRASP	11.3
NR4A1	31.0
ATG101	64.2
SMIM41	0.0
KRT80	37.7
KRT7	79.5
KRT86	1.0
KRT81	0.2
KRT83	0.0
KRT85	0.1
KRT84	0.0
KRT82	0.0
KRT75	0.0
KRT6B	16.6
KRT6C	1.0
KRT6A	2.6
KRT5	0.0
KRT71	0.0
KRT74	0.0
KRT72	0.0
KRT73	0.2
KRT2	0.0
KRT1	0.1
KRT77	0.0
KRT76	0.0
KRT3	0.4
KRT4	0.4
KRT79	0.4
KRT78	0.1
KRT8	3637.1
KRT18	1509.4
EIF4B	573.6
TNS2	113.8
SPRYD3	69.4
IGFBP6	149.3
SOAT2	1.7
CSAD	101.1
ZNF740	61.2
ITGB7	22.1
RARG	77.3
AC021072.1	0.0
MFSD5	55.6
ESPL1	19.2
PFDN5	484.9
C12orf10	64.3
AAAS	98.8
SP7	0.6
SP1	215.4
AMHR2	0.7
PRR13	296.5
PCBP2	875.7
MAP3K12	44.9
TARBP2	95.8
ATF7-NPFF	24.4
NPFF	0.0
ATF7	100.0
ATP5MC2	268.5
CALCOCO1	151.8
HOXC13	10.4
HOXC12	3.7
HOXC11	13.5
HOXC10	27.5
AC012531.3	6.9
HOXC6	51.4
HOXC9	30.6
HOXC8	20.5
HOXC4	43.9
HOXC5	7.0
SMUG1	116.0
CBX5	122.9
HNRNPA1	394.1
NFE2	3.8
COPZ1	187.0
GPR84	2.5
ZNF385A	17.6
ITGA5	87.3
GTSF1	0.8
NCKAP1L	19.9
PDE1B	9.7
PPP1R1A	0.4
LACRT	0.0
DCD	0.0
MUCL1	0.0
TESPA1	1.4
NEUROD4	0.0
OR9K2	0.0
OR10A7	0.0
OR6C74	0.0
OR6C6	0.0
OR6C1	0.0
OR6C3	0.0
OR6C75	0.0
OR6C65	0.0
OR6C76	0.0
OR6C2	0.0
OR6C70	0.0
OR6C68	0.0
OR6C4	0.0
OR2AP1	0.0
OR10P1	0.0
METTL7B	53.9
ITGA7	33.1
AC009779.4	39.7
BLOC1S1	190.5
RDH5	94.3
CD63	1166.2
GDF11	11.3
SARNP	126.2
AC023055.1	14.4
ORMDL2	57.1
DNAJC14	70.3
MMP19	13.1
PYM1	94.8
DGKA	285.7
PMEL	14.6
CDK2	46.8
RAB5B	167.8
SUOX	39.3
IKZF4	12.3
RPS26	152.1
ERBB3	874.5
AC034102.2	0.0
PA2G4	140.7
RPL41	1001.6
ESYT1	135.5
ZC3H10	12.7
MYL6B	44.0
MYL6	2431.8
SMARCC2	190.2
RNF41	51.7
NABP2	25.9
SLC39A5	55.4
ANKRD52	82.3
COQ10A	17.6
CS	191.0
AC073896.1	7.7
CNPY2	143.8
PAN2	94.9
IL23A	20.6
STAT2	347.2
APOF	0.1
TIMELESS	23.1
MIP	3.4
AC097104.1	0.0
SPRYD4	18.4
GLS2	6.0
RBMS2	125.5
BAZ2A	275.5
ATP5F1B	408.3
PTGES3	290.6
NACA	625.1
AC117378.1	0.0
PRIM1	13.1
HSD17B6	2.4
SDR9C7	0.0
RDH16	1.8
GPR182	2.4
ZBTB39	16.4
TAC3	36.0
MYO1A	360.4
NEMP1	38.0
NAB2	64.0
STAT6	641.3
LRP1	240.6
NXPH4	0.3
SHMT2	65.3
NDUFA4L2	20.2
STAC3	27.4
AC137834.1	2.0
R3HDM2	114.8
INHBC	0.2
INHBE	0.5
GLI1	3.2
ARHGAP9	15.9
MARS1	192.3
DDIT3	91.1
AC022506.1	0.0
MBD6	161.2
DCTN2	416.9
KIF5A	6.6
PIP4K2C	102.8
DTX3	53.0
ARHGEF25	15.7
AC025165.6	1.5
SLC26A10	3.1
B4GALNT1	4.7
OS9	409.9
AGAP2	3.3
TSPAN31	62.2
CDK4	81.7
MARCHF9	31.0
CYP27B1	4.5
METTL1	24.4
EEF1AKMT3	12.7
AC025165.3	14.0
TSFM	52.1
AVIL	127.6
CTDSP2	278.2
ATP23	4.6
LRIG3	98.2
SLC16A7	2.3
TAFA2	26.4
USP15	157.5
MON2	192.2
PPM1H	18.2
AVPR1A	1.6
DPY19L2	21.5
RXYLT1	30.6
SRGAP1	66.7
C12orf66	13.4
C12orf56	29.6
XPOT	72.1
TBK1	87.0
RASSF3	110.5
GNS	158.3
TBC1D30	4.3
AC078815.1	0.0
WIF1	0.3
LEMD3	59.7
MSRB3	29.3
HMGA2	119.0
LLPH	16.9
AC078927.1	0.0
TMBIM4	193.3
IRAK3	42.0
HELB	30.6
GRIP1	20.9
CAND1	121.3
DYRK2	193.5
IFNG	1.4
IL26	0.1
IL22	0.0
MDM1	30.6
RAP1B	396.6
NUP107	93.5
SLC35E3	27.8
MDM2	178.3
CPM	20.2
CPSF6	135.3
LYZ	1736.3
YEATS4	16.6
FRS2	81.2
CCT2	167.7
LRRC10	0.1
BEST3	0.9
RAB3IP	48.5
AC025263.2	0.0
MYRFL	1.9
CNOT2	284.0
KCNMB4	1.5
PTPRB	69.5
PTPRR	152.2
TSPAN8	1257.0
LGR5	0.6
ZFC3H1	161.0
THAP2	11.5
AC073612.1	0.0
TMEM19	34.7
RAB21	74.1
TBC1D15	87.3
TPH2	0.3
TRHDE	0.3
ATXN7L3B	60.0
KCNC2	1.9
CAPS2	43.8
GLIPR1L1	11.1
GLIPR1L2	1.1
GLIPR1	32.3
KRR1	51.7
PHLDA1	125.5
NAP1L1	267.2
BBS10	19.4
OSBPL8	116.2
ZDHHC17	111.4
CSRP2	15.8
E2F7	10.1
NAV3	4.3
SYT1	1.8
PAWR	146.0
PPP1R12A	219.4
OTOGL	0.3
PTPRQ	0.0
MYF6	0.0
MYF5	0.0
LIN7A	2.0
ACSS3	2.7
PPFIA2	3.6
CCDC59	59.0
METTL25	33.9
TMTC2	21.2
SLC6A15	0.0
TSPAN19	0.0
LRRIQ1	4.8
ALX1	4.6
RASSF9	8.0
NTS	0.0
MGAT4C	0.0
C12orf50	0.1
C12orf29	21.8
CEP290	71.1
TMTC3	33.8
KITLG	60.1
DUSP6	425.8
POC1B	97.3
POC1B-GALNT4	7.9
GALNT4	122.1
ATP2B1	72.6
CCER1	0.0
EPYC	0.0
KERA	0.1
LUM	233.9
DCN	87.2
BTG1	60.0
CLLU1-AS1	0.0
PLEKHG7	7.6
EEA1	44.9
NUDT4	115.3
UBE2N	65.5
MRPL42	45.5
SOCS2	9.4
CRADD	32.4
PLXNC1	41.3
CEP83	52.5
TMCC3	57.3
NDUFA12	121.2
NR2C1	92.2
FGD6	155.7
VEZT	341.8
METAP2	97.5
USP44	4.0
NTN4	138.4
SNRPF	52.4
CCDC38	2.1
AMDHD1	4.5
HAL	37.5
LTA4H	81.0
ELK3	64.2
CDK17	108.4
CFAP54	1.9
NEDD1	44.4
TMPO	185.4
SLC25A3	235.3
IKBIP	34.1
APAF1	61.7
ANKS1B	0.7
FAM71C	0.1
UHRF1BP1L	54.9
ACTR6	27.4
DEPDC4	2.7
SCYL2	95.9
SLC17A8	0.6
NR1H4	3.1
GAS2L3	42.5
ANO4	1.3
SLC5A8	0.0
UTP20	29.2
ARL1	152.9
SPIC	0.0
MYBPC1	1278.1
CHPT1	49.3
SYCP3	8.4
GNPTAB	98.1
DRAM1	41.9
WASHC3	89.1
NUP37	47.7
PARPBP	22.6
PMCH	1.0
IGF1	0.7
PAH	0.0
ASCL1	0.0
C12orf42	0.0
STAB2	5.8
NT5DC3	40.9
HSP90B1	936.6
C12orf73	39.5
TDG	109.9
GLT8D2	11.6
HCFC2	32.2
NFYB	44.5
TXNRD1	182.6
EID3	25.2
CHST11	19.4
SLC41A2	228.7
C12orf45	15.5
ALDH1L2	8.3
WASHC4	208.7
APPL2	481.0
C12orf75	383.5
NUAK1	16.1
CKAP4	135.8
TCP11L2	81.0
POLR3B	19.1
RFX4	0.1
RIC8B	42.9
TMEM263	113.6
MTERF2	22.7
CRY1	36.2
BTBD11	14.3
PWP1	62.6
PRDM4	90.1
ASCL4	0.0
WSCD2	0.4
CMKLR1	6.0
FICD	51.2
SART3	172.3
ISCU	124.8
TMEM119	8.0
SELPLG	176.7
CORO1C	279.9
SSH1	53.6
DAO	0.0
SVOP	0.0
USP30	33.0
ALKBH2	28.0
UNG	27.1
ACACB	42.3
FOXN4	0.1
MYO1H	6.0
KCTD10	124.8
UBE3B	107.0
MMAB	31.0
MVK	18.8
FAM222A	4.9
TRPV4	50.5
GLTP	40.0
TCHP	67.7
GIT2	193.1
ANKRD13A	91.4
C12orf76	59.7
IFT81	38.1
ATP2A2	488.3
ANAPC7	109.7
ARPC3	508.8
GPN3	21.4
FAM216A	29.5
VPS29	326.6
RAD9B	7.0
PPTC7	46.5
TCTN1	109.5
HVCN1	16.5
PPP1CC	139.5
CCDC63	0.0
MYL2	0.0
CUX2	0.1
PHETA1	66.3
SH2B3	43.2
ATXN2	190.8
BRAP	44.6
ACAD10	91.3
AC002996.1	0.0
ALDH2	74.5
MAPKAPK5	115.0
TMEM116	28.7
ERP29	130.3
NAA25	94.3
TRAFD1	121.5
HECTD4	147.0
RPL6	913.8
PTPN11	105.1
RPH3A	0.1
OAS1	1104.7
OAS3	210.0
OAS2	149.7
DTX1	2.5
RASAL1	9.0
CFAP73	1.2
DDX54	65.5
RITA1	35.3
IQCD	10.1
TPCN1	324.8
SLC8B1	141.9
PLBD2	70.8
SDS	22.0
SDSL	23.8
LHX5	0.0
RBM19	64.3
TBX5	0.0
TBX3	2.8
MED13L	188.3
MAP1LC3B2	9.1
C12orf49	38.3
RNFT2	7.8
HRK	0.5
FBXW8	81.0
TESC	444.4
FBXO21	75.5
NOS1	0.5
KSR2	0.2
RFC5	44.3
WSB2	312.9
VSIG10	123.5
PEBP1	209.1
TAOK3	189.8
SUDS3	82.4
SRRM4	0.0
HSPB8	20.1
CCDC60	41.8
TMEM233	32.3
PRKAB1	367.6
CIT	51.6
BICDL1	151.5
RAB35	87.9
GCN1	258.8
RPLP0	1177.8
PXN	298.9
SIRT4	1.0
PLA2G1B	1.0
MSI1	0.0
COX6A1	571.8
AL021546.1	0.0
TRIAP1	30.2
GATC	62.7
SRSF9	136.4
DYNLL1	329.9
COQ5	39.5
RNF10	238.9
POP5	76.8
CABP1	0.4
MLEC	198.8
UNC119B	45.8
ACADS	44.5
SPPL3	74.7
HNF1A	48.2
C12orf43	28.6
OASL	30.2
P2RX7	13.9
P2RX4	130.1
CAMKK2	86.4
ANAPC5	359.7
RNF34	145.1
KDM2B	28.8
ORAI1	13.9
MORN3	1.3
TMEM120B	40.4
RHOF	75.6
SETD1B	44.4
HPD	0.9
PSMD9	77.8
AC069503.2	3.7
WDR66	44.8
BCL7A	15.4
MLXIP	136.9
LRRC43	4.7
IL31	0.0
B3GNT4	3.9
AC048338.2	3.1
DIABLO	79.6
AC048338.1	0.0
VPS33A	41.1
CLIP1	224.2
ZCCHC8	90.3
RSRC2	245.7
KNTC1	113.8
HCAR2	1.1
HCAR3	0.5
HCAR1	0.5
DENR	114.3
CCDC62	2.0
HIP1R	213.5
VPS37B	146.2
ABCB9	21.2
OGFOD2	30.6
ARL6IP4	119.0
PITPNM2	52.5
MPHOSPH9	61.2
C12orf65	38.8
CDK2AP1	105.5
SBNO1	49.4
KMT5A	155.3
RILPL2	5.7
SNRNP35	65.1
RILPL1	28.6
TMED2	350.9
DDX55	75.8
EIF2B1	101.1
GTF2H3	46.4
TCTN2	39.1
ATP6V0A2	42.3
DNAH10	10.3
CCDC92	103.3
ZNF664	166.1
RFLNA	108.7
NCOR2	229.3
SCARB1	57.2
UBC	1714.4
DHX37	41.3
BRI3BP	40.8
AACS	66.9
TMEM132B	2.1
TMEM132C	0.1
SLC15A4	82.6
GLT1D1	0.6
TMEM132D	0.0
FZD10	0.1
PIWIL1	4.8
RIMBP2	0.6
STX2	49.5
RAN	317.1
ADGRD1	1.6
SFSWAP	148.2
MMP17	1.1
ULK1	86.6
PUS1	57.9
EP400	82.2
DDX51	41.7
NOC4L	23.8
GALNT9	0.6
FBRSL1	44.1
LRCOL1	0.0
P2RX2	0.6
POLE	87.2
PXMP2	14.7
PGAM5	67.8
ANKLE2	247.1
GOLGA3	299.0
CHFR	153.7
ZNF605	47.3
ZNF26	55.2
ZNF84	152.1
ZNF140	82.1
ZNF891	10.9
ZNF10	40.3
AC026786.1	0.0
ZNF268	37.3
ANHX	0.0
TUBA3C	0.0
TPTE2	0.4
MPHOSPH8	107.3
PSPC1	103.4
ZMYM5	74.2
ZMYM2	199.0
GJA3	0.2
GJB2	41.2
GJB6	0.3
CRYL1	48.5
IFT88	55.5
IL17D	1.1
EEF1AKMT1	13.0
XPO4	30.9
LATS2	55.6
SAP18	113.9
SKA3	8.7
MRPL57	17.4
ZDHHC20	56.0
MICU2	51.4
FGF9	0.1
SGCG	1.1
SACS	24.6
TNFRSF19	9.9
MIPEP	23.3
C1QTNF9B	0.0
AL359736.1	1.1
SPATA13	96.0
C1QTNF9	0.0
PARP4	268.3
ATP12A	0.0
RNF17	0.1
CENPJ	22.0
PABPC3	3.3
AMER2	0.0
MTMR6	26.6
NUP58	79.1
ATP8A2	0.4
SHISA2	4.6
RNF6	66.8
CDK8	24.6
WASF3	2.5
GPR12	0.0
USP12	60.0
RPL21	290.6
RASL11A	2.9
GTF3A	107.1
MTIF3	105.2
LNX2	32.0
POLR1D	113.2
GSX1	0.0
PDX1	13.3
CDX2	2.7
URAD	0.0
FLT3	0.3
PAN3	104.9
FLT1	27.4
POMP	81.2
SLC46A3	26.7
MTUS2	0.4
SLC7A1	41.7
UBL3	41.7
KATNAL1	19.6
UBE2L5	0.2
HMGB1	262.1
USPL1	26.9
ALOX5AP	38.3
MEDAG	1.9
TEX26	0.0
HSPH1	138.9
B3GLCT	12.6
RXFP2	0.0
FRY	14.9
ZAR1L	0.0
BRCA2	8.2
N4BP2L1	59.7
N4BP2L2	340.8
PDS5B	37.8
KL	0.4
STARD13	28.4
RFC3	22.4
NBEA	4.3
MAB21L1	0.4
DCLK1	2.0
SOHLH2	0.3
CCDC169-SOHLH2	0.0
CCDC169	0.0
SPART	15.4
CCNA1	0.0
SERTM1	0.0
RFXAP	7.8
SMAD9	4.1
ALG5	43.1
EXOSC8	41.9
SUPT20H	171.9
CSNK1A1L	0.1
POSTN	479.7
TRPC4	0.9
UFM1	93.5
FREM2	0.2
STOML3	0.0
PROSER1	49.1
NHLRC3	100.6
LHFPL6	26.6
COG6	41.1
FOXO1	48.9
MRPS31	44.6
SLC25A15	10.5
ELF1	122.3
WBP4	19.1
KBTBD6	10.6
KBTBD7	11.0
MTRF1	16.0
NAA16	34.8
RGCC	15.6
VWA8	45.4
DGKH	77.7
AKAP11	56.3
TNFSF11	2.9
FAM216B	2.0
EPSTI1	58.3
DNAJC15	30.5
ENOX1	1.1
CCDC122	27.5
LACC1	9.1
AL512506.3	3.0
SMIM2	1.0
SERP2	6.2
TSC22D1	200.6
NUFIP1	7.5
GPALPP1	35.4
GTF2F2	48.7
KCTD4	9.9
TPT1	1074.9
SLC25A30	17.4
COG3	85.1
ERICH6B	7.5
CBY2	0.0
SIAH3	0.0
ZC3H13	52.8
CPB2	0.3
LCP1	67.8
LRRC63	0.6
RUBCNL	6.5
LRCH1	177.3
ESD	100.9
HTR2A	0.5
SUCLA2	56.9
NUDT15	13.5
MED4	60.3
ITM2B	410.6
RB1	56.9
LPAR6	63.5
RCBTB2	15.3
CYSLTR2	2.0
FNDC3A	75.2
MLNR	0.1
CDADC1	10.5
CAB39L	17.2
SETDB2	27.4
PHF11	126.2
RCBTB1	41.2
ARL11	1.9
EBPL	23.4
KPNA3	31.4
SPRYD7	12.4
TRIM13	57.4
KCNRG	15.2
DLEU7	40.4
RNASEH2B	62.1
C13orf42	0.1
FAM124A	6.2
SERPINE3	3.3
INTS6	93.1
WDFY2	36.7
AL162377.3	0.0
DHRS12	19.0
TMEM272	0.2
CCDC70	0.0
ATP7B	10.8
ALG11	75.5
UTP14C	0.2
NEK5	4.1
NEK3	27.5
THSD1	6.8
VPS36	100.0
CKAP2	23.0
HNRNPA1L2	18.6
SUGT1	57.9
CNMD	2.1
PCDH8	0.1
OLFM4	0.4
PRR20A	0.0
PRR20C	0.0
PRR20B	0.0
PRR20D	0.0
PRR20E	0.0
PCDH17	5.9
DIAPH3	9.1
TDRD3	49.3
PCDH20	0.0
AL592490.1	0.0
AL445989.1	0.0
AL445238.1	0.0
PCDH9	0.5
KLHL1	0.0
DACH1	0.3
MZT1	20.3
BORA	13.0
DIS3	23.8
PIBF1	50.9
KLF5	233.1
KLF12	5.1
TBC1D4	14.8
COMMD6	46.0
UCHL3	17.0
LMO7	1127.0
KCTD12	22.7
ACOD1	0.0
CLN5	51.7
AC001226.2	19.0
FBXL3	59.0
MYCBP2	52.9
SCEL	5.0
SLAIN1	3.1
EDNRB	4.5
POU4F1	0.3
OBI1	20.6
RBM26	86.4
NDFIP2	46.0
SPRY2	125.6
SLITRK1	0.0
SLITRK6	0.0
SLITRK5	0.0
GPC5	0.4
GPC6	3.8
DCT	0.0
TGDS	29.9
GPR180	12.6
SOX21	39.5
ABCC4	41.6
CLDN10	87.2
DZIP1	22.9
DNAJC3	100.0
UGGT2	68.8
HS6ST3	0.0
OXGR1	0.0
MBNL2	93.9
RAP2A	26.6
IPO5	90.4
FARP1	106.3
RNF113B	4.4
STK24	92.7
SLC15A1	168.5
DOCK9	76.2
UBAC2	65.8
GPR18	21.2
GPR183	15.9
TM9SF2	212.7
CLYBL	3.8
ZIC5	1.2
ZIC2	2.3
PCCA	61.8
GGACT	16.3
TMTC4	37.3
NALCN	15.4
ITGBL1	7.9
FGF14	1.5
TPP2	109.5
METTL21C	2.0
CCDC168	0.2
TEX30	13.9
POGLUT2	6.0
BIVM-ERCC5	1.1
BIVM	49.3
ERCC5	97.7
SLC10A2	0.0
DAOA	0.0
EFNB2	93.4
ARGLU1	189.5
FAM155A	0.8
LIG4	24.8
ABHD13	21.8
TNFSF13B	18.5
MYO16	3.9
IRS2	11.5
COL4A1	396.8
COL4A2	500.3
RAB20	24.4
NAXD	63.7
CARS2	142.2
ING1	10.3
ANKRD10	617.5
ARHGEF7	101.0
TEX29	2.0
SOX1	0.0
SPACA7	0.0
TUBGCP3	74.2
ATP11A	212.7
MCF2L	29.0
F7	0.0
F10	5.6
PROZ	4.2
PCID2	74.4
CUL4A	98.9
LAMP1	130.4
GRTP1	48.5
ADPRHL1	8.8
DCUN1D2	48.2
TMCO3	202.2
TFDP1	65.6
ATP4B	0.6
GRK1	0.1
TMEM255B	9.9
GAS6	65.9
C13orf46	13.5
RASA3	94.9
CFAP97D2	0.0
CDC16	162.1
UPF3A	75.6
CHAMP1	22.9
OR11H12	0.0
POTEM	0.0
POTEG	0.0
OR11H2	0.0
OR4N2	0.0
OR4Q3	0.0
OR4M1	0.0
OR4K2	0.0
OR4K5	0.0
OR4K1	0.0
OR4K15	0.0
OR4K14	0.0
OR4K13	0.0
OR4L1	0.0
OR4K17	0.0
OR4N5	0.0
OR11G2	0.1
OR11H6	0.3
OR11H4	1.5
TTC5	32.7
CCNB1IP1	37.1
PARP2	51.1
TEP1	140.4
KLHL33	1.8
OSGEP	88.6
APEX1	83.5
PIP4P1	38.6
PNP	182.0
RNASE10	0.2
RNASE9	0.0
AL163195.3	0.0
RNASE11	0.0
RNASE12	0.0
OR6S1	0.1
ANG	53.0
RNASE4	90.5
AL163636.2	34.9
EDDM3A	0.0
EDDM3B	0.0
RNASE6	16.8
RNASE1	51.2
RNASE3	1.3
RNASE2	2.8
METTL17	113.6
SLC39A2	0.4
NDRG2	120.7
TPPP2	3.6
RNASE13	1.8
RNASE7	4.1
RNASE8	5.6
ARHGEF40	116.8
ZNF219	61.2
TMEM253	5.8
OR5AU1	0.0
HNRNPC	367.9
RPGRIP1	1.1
SUPT16H	88.3
CHD8	102.1
RAB2B	38.8
TOX4	65.6
METTL3	100.6
SALL2	1.6
OR10G3	0.0
OR10G2	0.0
OR4E2	0.0
OR4E1	0.0
DAD1	202.9
ABHD4	29.8
OR6J1	0.1
OXA1L	86.8
SLC7A7	83.1
MRPL52	59.0
MMP14	490.8
LRP10	226.8
REM2	2.6
RBM23	77.6
PRMT5	69.2
HAUS4	44.9
AL132780.3	0.0
AJUBA	120.8
C14orf93	15.3
PSMB5	101.7
PSMB11	0.0
CDH24	4.4
ACIN1	346.3
C14orf119	35.1
LMLN2	1.9
CEBPE	0.2
SLC7A8	13.7
RNF212B	1.5
HOMEZ	17.7
PPP1R3E	14.2
BCL2L2	70.2
BCL2L2-PABPN1	28.7
PABPN1	148.6
SLC22A17	5.1
EFS	4.1
IL25	0.0
CMTM5	0.0
MYH6	0.0
MYH7	0.0
NGDN	63.3
ZFHX2	8.6
THTPA	9.6
AP1G2	189.4
JPH4	0.3
DHRS2	0.2
DHRS4	19.8
DHRS4L2	18.2
CARMIL3	5.9
CPNE6	1.0
NRL	5.2
PCK2	40.0
DCAF11	76.0
AL136295.3	0.0
FITM1	1.6
PSME1	283.3
EMC9	22.5
PSME2	332.1
RNF31	74.6
AL136295.5	37.0
IRF9	254.8
REC8	72.9
IPO4	27.0
AL136295.4	21.3
TM9SF1	70.3
AL136295.1	0.0
TSSK4	22.4
CHMP4A	96.4
MDP1	8.8
NEDD8-MDP1	0.7
NEDD8	204.3
GMPR2	86.1
TINF2	71.0
TGM1	11.0
RABGGTA	45.0
DHRS1	55.9
NOP9	60.0
CIDEB	17.0
LTB4R2	39.2
LTB4R	35.9
ADCY4	32.6
RIPK3	112.0
NFATC4	12.6
NYNRIN	4.8
CBLN3	7.1
KHNYN	174.4
SDR39U1	24.2
CMA1	5.3
CTSG	0.2
GZMH	1.4
GZMB	6.7
STXBP6	12.6
NOVA1	0.2
FOXG1	0.0
PRKD1	3.8
G2E3	36.9
SCFD1	133.3
COCH	1.7
STRN3	66.5
AP4S1	35.1
HECTD1	193.0
HEATR5A	45.2
AL139353.1	2.4
DTD2	15.5
GPR33	0.2
NUBPL	16.0
ARHGAP5	117.3
AKAP6	4.1
NPAS3	3.6
EGLN3	23.8
SPTSSA	17.6
EAPP	41.1
SNX6	70.6
CFL2	13.3
BAZ1A	54.2
SRP54	97.3
FAM177A1	131.4
PPP2R3C	33.3
PRORP	20.6
AL121594.1	52.2
PSMA6	78.2
NFKBIA	132.1
INSM2	0.4
